timestamp	flowid
0	5552
0.0998980000149459	5553
1.04904199999874	5552
1.19805399997858	20
1.24693000002299	20
2.19607400000677	14210
2.19893499999307	14210
2.295970999985	14211
2.30002399999648	14211
2.49505100000533	14210
2.49791199999163	14210
4.14204599999357	20
4.19211400000495	20
4.64105599999311	14210
4.64391800001613	14210
4.69088599999668	14211
4.69398499999079	14211
4.99105500002042	14210
4.9951080000028	14210
6.33907400001772	3275
6.34288800001377	3275
6.38890299998457	3276
6.39104899999802	3276
6.7379479999945	3275
6.74200100000598	3275
6.78706199998851	3261
6.78992299997481	3261
6.88791299998411	3262
6.89196600002469	3262
6.98900299999514	3261
6.99305600000662	3261
6.99591700002202	3261
6.99901600001613	3261
7.13801399999647	3262
7.14206699997885	3262
7.23695799999405	3261
7.24101100000553	3261
7.28702600000543	3261
7.28893300000345	3261
7.38692300001276	3262
7.39193000001251	3262
7.48705900000641	3261
7.49111199998879	3261
7.49206600000616	3261
7.49397300000419	3261
7.63702399999602	3262
7.6410769999784	3262
7.73811400000704	3261
7.74192899998161	3261
7.74407399998745	3261
7.74502800000482	3261
7.8859330000123	3262
7.88998600002378	3262
7.98702299999422	3261
7.99107600000571	3261
7.99298300000373	3261
7.99489100000937	3261
8.13603399999556	3262
8.14008800001466	3262
8.2359319999814	3261
8.23998499999288	3261
8.24093899998115	3261
8.28504600000451	3261
8.38589700000011	3262
8.39090399999986	3262
8.4850790000055	3261
8.48889400000917	3261
12.0298870000115	3261
12.033940000023	3261
12.1290689999878	3262
12.1328840000206	3262
12.2289660000242	3261
12.2330190000066	3261
12.3291019999888	3261
12.3319630000042	3261
12.4289989999961	3262
12.4330529999861	3262
12.7279760000238	3261
12.7320290000062	3261
12.7339370000118	3261
12.7360829999961	3261
12.8779419999919	3262
12.8819949999743	3262
12.9780769999779	3261
12.9809379999933	3261
13.0269530000223	3261
13.030052999995	3261
13.1280430000043	3262
13.1320959999866	3262
13.2269859999942	3261
13.2310390000057	3261
13.2770539999765	3261
13.2789619999821	3261
13.3779050000012	3262
13.3819580000127	3262
13.4770870000066	3261
13.4799479999929	3261
13.4830480000237	3261
13.5259630000219	3261
13.6270530000038	3262
13.6311059999862	3262
13.7269500000111	636
13.7341029999952	3261
13.7360099999933	3261
13.7770179999934	3275
13.7789249999914	3275
13.875961999991	3276
13.8800150000025	3276
13.9770510000235	3275
13.9811040000059	3275
14.0259270000097	3275
14.0290260000038	3275
14.1260630000033	3276
14.1301159999857	3276
14.4751080000133	3275
14.4789220000093	3275
15.0771149999928	14205
15.1240830000024	14206
15.4740810000221	14205
17.8201200000185	1185
18.3188920000102	1186
20.4160220000194	3275
20.4188830000057	3275
20.5159189999977	3276
20.51997199998	3276
20.76602000001	3275
20.7691200000118	3275
20.7710270000098	1093
20.7750799999922	3275
20.7769879999978	3275
20.8649640000076	3276
20.8680630000017	3276
21.2159159999865	3275
21.2199689999979	3275
21.2640769999998	3261
21.2659839999978	3261
21.3649279999954	3262
21.3689810000069	3262
21.4641100000008	3261
21.4679250000045	3261
21.5139389999968	3261
21.5160850000102	3261
21.6140749999904	3262
21.6178899999941	3262
21.7139730000054	3261
21.7170719999995	3261
21.7630869999994	3261
21.7649939999974	3261
21.863937999995	3262
21.8670369999891	3262
21.9659809999866	3261
21.9690799999807	3261
22.0139029999846	3261
22.016048999998	3261
22.1140390000073	3262
22.1168999999936	3262
22.2129830000049	3261
22.2148900000029	3261
22.2620969999989	3261
22.2649579999852	3261
22.3629479999945	3262
22.3679549999943	3262
22.4630840000173	3261
22.4659450000036	3261
22.5119600000035	3261
22.5150589999976	3261
22.6120949999895	3262
22.6159099999932	3262
22.7119930000044	3261
22.7160460000159	3261
22.7620610000158	3261
22.7639679999847	3261
22.861957999994	3262
22.8660110000055	3262
22.9630469999975	3261
22.9671010000166	3261
24.0099430000118	3261
24.0139970000018	3261
24.15990899998	3262
24.1639619999914	3262
24.4588860000076	3261
24.46293899999	3261
25.6569389999786	3261
25.6609919999901	3261
25.7570750000014	3262
25.7608889999974	3262
26.0069369999983	3261
26.010037	3261
27.2550589999883	3261
27.2579200000037	3261
27.3549560000247	3262
27.3590090000071	3262
27.5061129999813	3261
27.509928000014	3261
28.9030079999939	14205
28.9549830000033	14206
29.2530060000136	14205
30.1499370000092	14205
30.2000050000206	14206
30.4999360000074	14205
31.6479209999961	3261
31.6519740000076	3261
31.7480569999898	3262
31.7521100000013	3262
31.9969660000061	3261
32.0010190000175	3261
32.0019730000058	3261
32.0041180000117	3261
32.147885000013	3262
32.1519379999954	3262
32.4470999999903	3261
32.450914999994	3261
32.4959760000056	3261
32.4978830000036	3261
32.5961119999993	3262
32.5999259999953	3262
32.7460769999889	3261
32.7498919999925	3261
32.7510840000177	3261
32.7529909999867	3261
32.8960420000076	3262
32.9000950000191	3262
33.2450870000175	3261
33.2489019999921	3261
33.2510480000055	14210
33.2520009999862	14210
33.3979129999934	14211
33.4019670000125	14211
33.694982999994	14210
33.6980820000172	14210
33.7440970000171	14210
33.7469580000034	14210
33.8940620000067	14211
33.8981159999967	14211
34.2440610000049	14210
34.2469219999912	14210
34.2490680000046	4991
34.2519289999909	4991
34.3430050000024	4998
34.3449120000005	4998
34.5430380000034	4991
34.5470910000149	4991
34.7430710000044	277
34.7468860000081	277
35.3429319999996	278
35.3469849999819	278
35.4409220000089	277
35.4449749999912	277
35.4471210000047	4998
35.4490280000027	4998
35.8400350000011	4991
35.8440880000126	4991
35.8920100000105	4998
35.8939180000161	4998
35.8960629999929	277
